,city,city_id,date,lat,lon,country,maxTemp,cloudiness,humidity,windSpeed
251,jumla,1283285,01 Apr 2019,29.28,82.18,NP,22.75,0,95,1.7
252,pangkalanbuun,1632694,01 Apr 2019,-2.68,111.62,ID,71.71,24,96,3.49
253,thompson,6165406,01 Apr 2019,55.74,-97.86,CA,33.8,75,55,13.87
254,brae,2654970,01 Apr 2019,60.4,-1.35,GB,42.8,92,75,23.04
255,new norfolk,2155415,01 Apr 2019,-42.78,147.06,AU,45.0,20,87,11.41
256,north bend,5742974,01 Apr 2019,43.41,-124.22,US,57.99,90,93,2.98
257,caravelas,3466980,01 Apr 2019,-17.73,-39.27,BR,80.98,12,100,12.15
258,morehead,4301307,01 Apr 2019,38.18,-83.43,US,48.2,1,26,5.82
259,bathsheba,3374083,01 Apr 2019,13.22,-59.52,BB,82.4,40,65,20.8
260,tuma,480484,01 Apr 2019,55.15,40.55,RU,30.0,32,70,3.0
261,mbaiki,2384770,01 Apr 2019,3.87,17.99,CF,75.76,36,90,2.53
262,egvekinot,4031742,01 Apr 2019,66.32,-179.17,RU,26.08,68,95,3.2
263,fernley,5504003,01 Apr 2019,39.61,-119.25,US,64.0,90,38,5.82
264,russell,3844421,01 Apr 2019,-33.01,-68.8,AR,80.6,20,42,5.82
265,guerrero negro,4021858,01 Apr 2019,27.97,-114.04,MX,81.07,12,31,7.4
266,orotina,3622660,01 Apr 2019,9.91,-84.53,CR,86.0,75,35,10.29
267,verkhnyaya inta,1487332,01 Apr 2019,65.99,60.32,RU,27.43,88,78,8.52
268,saldanha,2737599,01 Apr 2019,41.42,-6.55,PT,53.08,80,65,4.27
269,guhagar,1270779,01 Apr 2019,17.48,73.19,IN,73.33,0,100,7.29
270,oktyabrskiy,515873,01 Apr 2019,55.61,37.97,RU,35.6,75,74,11.18
271,goure,2444219,01 Apr 2019,13.98,10.27,NE,83.5,0,16,10.58
272,westport,2960970,01 Apr 2019,53.8,-9.52,IE,41.0,20,90,1.99
273,okhotsk,2122605,01 Apr 2019,59.36,143.24,RU,18.88,8,86,7.56
274,makakilo city,5850554,01 Apr 2019,21.35,-158.09,US,80.01,1,57,11.41
275,marienburg,2803461,01 Apr 2019,52.12,9.98,DE,46.4,0,45,8.05
276,ahipara,2194098,01 Apr 2019,-35.17,173.16,NZ,65.68,48,96,12.82
277,ponta delgada,3372783,01 Apr 2019,37.73,-25.67,PT,57.2,40,62,21.92
278,birjand,140463,01 Apr 2019,32.86,59.22,IR,64.4,90,35,11.41
279,nelson bay,2155562,01 Apr 2019,-32.72,152.14,AU,64.99,90,100,5.82
280,meadow lake,6071421,01 Apr 2019,54.13,-108.44,CA,41.0,90,60,25.28
281,tessalit,2449893,01 Apr 2019,20.2,1.01,ML,81.88,0,29,12.15
282,marsh harbour,3571913,01 Apr 2019,26.54,-77.06,BS,76.84,64,100,7.07
283,luziania,3458329,01 Apr 2019,-16.25,-47.95,BR,82.4,40,45,5.82
284,fort nelson,5955902,01 Apr 2019,58.81,-122.69,CA,41.0,75,52,3.31
285,vestmannaeyjar,3412093,01 Apr 2019,63.44,-20.27,IS,34.45,32,97,19.71
286,santa isabel do rio negro,3662489,01 Apr 2019,-0.41,-65.02,BR,83.95,56,81,3.27
287,ipaussu,3450272,01 Apr 2019,-23.06,-49.63,BR,83.68,0,42,3.76
288,mount gambier,2156643,01 Apr 2019,-37.83,140.78,AU,42.8,44,93,6.93
289,inongo,2315417,01 Apr 2019,-1.93,18.29,CD,77.56,48,86,1.97
290,saint george,262462,01 Apr 2019,39.45,22.34,GR,51.8,0,62,6.93
291,yulara,6355222,01 Apr 2019,-25.24,130.99,AU,57.2,0,33,5.82
292,ginda,1253628,01 Apr 2019,30.69,78.49,IN,41.29,0,60,2.82
293,killybegs,2963295,01 Apr 2019,54.63,-8.45,IE,42.8,90,93,12.75
294,amapa,3603330,01 Apr 2019,15.09,-87.97,HN,91.99,20,46,17.22
295,jacareacanga,3397763,01 Apr 2019,-6.22,-57.76,BR,84.76,12,77,2.08
296,camocim,3403687,01 Apr 2019,-2.9,-40.84,BR,79.18,64,91,4.54
297,florianopolis,3463237,01 Apr 2019,-27.6,-48.55,BR,82.4,20,65,6.93
298,tecolutla,3514593,01 Apr 2019,17.31,-98.74,MX,84.04,20,29,2.59
299,matagami,2335713,01 Apr 2019,9.67,8.4,NG,74.41,8,32,5.99
300,hamilton,3573197,01 Apr 2019,32.3,-64.78,BM,72.0,75,77,17.22
301,provideniya,4031574,01 Apr 2019,64.42,-173.23,RU,28.24,24,100,10.92
302,laurel,5661766,01 Apr 2019,45.67,-108.77,US,48.99,75,61,13.87
303,bahia blanca,3865086,01 Apr 2019,-38.72,-62.27,AR,80.08,64,56,12.77
304,atambua,1651103,01 Apr 2019,-9.11,124.89,ID,76.66,56,100,2.3
305,mangan,1263776,01 Apr 2019,27.5,88.54,IN,21.31,20,76,1.74
306,waingapu,1622318,01 Apr 2019,-9.65,120.26,ID,69.01,8,98,2.98
307,lander,5830007,01 Apr 2019,42.83,-108.73,US,50.0,1,45,5.82
308,gao,2457163,01 Apr 2019,16.28,-0.04,ML,87.91,56,26,6.55
309,dovers,3577911,01 Apr 2019,12.88,-61.18,VC,84.2,40,62,12.75
310,jieshi,1805857,01 Apr 2019,22.82,115.83,CN,64.69,44,100,19.64
311,santiago de cao,3692073,01 Apr 2019,-7.96,-79.24,PE,73.4,75,73,14.99
312,beloha,1067565,01 Apr 2019,-25.17,45.06,MG,69.55,0,85,7.0
313,itacoatiara,3397893,01 Apr 2019,-3.14,-58.44,BR,87.8,20,70,4.7
314,saravan,174726,01 Apr 2019,39.72,45.65,AM,46.4,40,81,1.97
315,twin falls,5610810,01 Apr 2019,42.57,-114.46,US,63.0,90,32,8.05
316,kiama,2161515,01 Apr 2019,-34.67,150.86,AU,66.99,0,93,8.05
317,comodoro rivadavia,3860443,01 Apr 2019,-45.87,-67.48,AR,71.6,0,40,11.41
318,hwange,889942,01 Apr 2019,-18.35,26.5,ZW,75.13,32,41,7.56
319,terekli-mekteb,483439,01 Apr 2019,44.16,45.87,RU,42.19,92,96,9.64
320,sri aman,1735799,01 Apr 2019,1.24,111.46,MY,77.0,100,94,2.48
321,chermoz,569122,01 Apr 2019,58.79,56.15,RU,25.0,0,84,9.42
322,meiganga,2227402,01 Apr 2019,6.52,14.29,CM,69.46,0,35,4.38
323,san quintin,1688687,01 Apr 2019,17.54,120.52,PH,67.57,0,82,3.6
324,bushehr,139817,01 Apr 2019,28.97,50.84,IR,68.0,0,60,11.41
325,kudahuvadhoo,1337607,01 Apr 2019,2.67,72.89,MV,83.23,76,100,3.6
326,pacific grove,5380437,01 Apr 2019,36.62,-121.92,US,75.0,1,55,8.05
327,morro bay,5374920,01 Apr 2019,35.37,-120.85,US,75.99,1,38,6.93
328,keflavik,3415496,01 Apr 2019,64.0,-22.56,IS,34.0,40,100,17.22
329,necochea,3430443,01 Apr 2019,-38.55,-58.74,AR,80.89,0,46,7.4
330,mandalgovi,2030065,01 Apr 2019,45.76,106.27,MN,18.16,8,73,3.27
331,la rioja,3848950,01 Apr 2019,-29.41,-66.86,AR,76.21,24,80,2.3
332,yuyao,1785545,01 Apr 2019,30.04,121.15,CN,55.0,0,76,4.47
333,beni mazar,359212,01 Apr 2019,28.5,30.8,EG,49.93,0,38,3.49
334,taltal,3870243,01 Apr 2019,-25.41,-70.49,CL,66.13,8,72,3.09
335,amahai,1651591,01 Apr 2019,-3.31,129.0,ID,84.0,44,78,9.35
336,saint anthony,5606187,01 Apr 2019,43.97,-111.68,US,55.99,75,29,3.36
337,sechura,3691954,01 Apr 2019,-5.56,-80.82,PE,78.91,20,67,12.93
338,bijar,140521,01 Apr 2019,35.87,47.6,IR,35.71,24,89,19.42
339,port lavaca,4720067,01 Apr 2019,28.61,-96.63,US,55.99,90,58,10.29
340,scarborough,2638419,01 Apr 2019,54.28,-0.41,GB,46.0,36,81,5.82
341,torbay,6167817,01 Apr 2019,47.66,-52.73,CA,59.0,75,72,28.86
342,elliot,1005781,01 Apr 2019,-31.33,27.85,ZA,43.0,24,77,2.37
343,whakatane,2208330,01 Apr 2019,-37.96,176.99,NZ,63.0,0,87,12.66
344,kiruna,605155,01 Apr 2019,67.86,20.23,SE,19.4,0,92,4.7
345,broome,2656067,01 Apr 2019,52.47,1.45,GB,46.99,0,81,3.36
346,jiaonan,1792087,01 Apr 2019,35.88,119.98,CN,39.2,0,44,2.24
347,inhambane,1045114,01 Apr 2019,-23.87,35.38,MZ,73.4,0,78,7.85
348,flin flon,5954718,01 Apr 2019,54.77,-101.88,CA,37.4,90,59,23.04
349,abnub,362973,01 Apr 2019,27.27,31.15,EG,55.4,0,54,12.75
350,pierreville,6104329,01 Apr 2019,46.07,-72.81,CA,37.0,75,80,10.29
351,richards bay,962367,01 Apr 2019,-28.77,32.06,ZA,69.64,92,82,13.6
352,coihaique,3894426,01 Apr 2019,-45.58,-72.07,CL,55.4,75,82,17.22
353,yongan,1806687,01 Apr 2019,39.7,113.69,CN,24.46,36,62,3.2
354,kahului,5847411,01 Apr 2019,20.89,-156.47,US,80.6,20,65,10.29
355,zholymbet,1516527,01 Apr 2019,51.74,71.71,KZ,26.89,0,70,4.21
356,quatre cocos,1106643,01 Apr 2019,-20.21,57.76,MU,75.0,20,88,5.82
357,poum,787487,01 Apr 2019,41.28,20.71,MK,51.8,20,25,3.36
358,kranea elassonos,258882,01 Apr 2019,39.95,21.97,GR,51.8,0,62,6.93
359,port macquarie,2152659,01 Apr 2019,-31.43,152.91,AU,63.0,75,100,5.82
360,port hardy,6111862,01 Apr 2019,50.7,-127.42,CA,44.6,20,87,3.36
361,san policarpo,1688696,01 Apr 2019,12.18,125.51,PH,75.58,92,100,8.86
362,manokwari,1636308,01 Apr 2019,-0.87,134.08,ID,80.98,44,100,11.59
363,dongtai,1812228,01 Apr 2019,32.85,120.31,CN,42.28,48,75,5.32
364,reo,2356228,01 Apr 2019,12.32,-2.47,BF,84.04,56,64,2.98
365,knysna,988698,01 Apr 2019,-34.04,23.05,ZA,57.2,92,71,5.82
366,kloulklubed,7671223,01 Apr 2019,7.04,134.26,PW,81.79,88,98,11.32
367,itaituba,3397967,01 Apr 2019,-4.26,-55.99,BR,86.0,40,70,2.08
368,dromolaxia,146400,01 Apr 2019,34.88,33.59,CY,55.99,40,93,4.7
369,cayenne,3382160,01 Apr 2019,4.94,-52.33,GF,86.0,56,62,13.87
370,cockburn town,3576994,01 Apr 2019,21.46,-71.14,TC,78.37,0,100,12.33
371,ipixuna,3408424,01 Apr 2019,-1.76,-48.8,BR,78.46,92,93,2.75
372,howard springs,6301965,01 Apr 2019,-12.5,131.05,AU,82.4,90,88,2.24
373,zyryanka,2119283,01 Apr 2019,65.73,150.89,RU,9.61,76,76,5.84
374,bad windsheim,2953314,01 Apr 2019,49.5,10.42,DE,51.8,1,66,8.05
375,xuddur,49747,01 Apr 2019,4.12,43.89,SO,76.48,0,45,8.52
376,jinchang,1805733,01 Apr 2019,38.52,102.19,CN,25.18,48,56,3.04
377,vao,588365,01 Apr 2019,59.1,26.19,EE,27.79,0,82,9.08
378,dallas,4684888,01 Apr 2019,32.78,-96.8,US,64.0,40,30,3.98
379,pilar,3427208,01 Apr 2019,-34.46,-58.91,AR,81.0,0,83,6.93
380,honningsvag,779554,01 Apr 2019,70.98,25.97,NO,30.2,75,80,14.99
381,vardo,4372777,01 Apr 2019,39.62,-77.74,US,50.0,1,28,9.17
382,nieuw amsterdam,3383434,01 Apr 2019,5.88,-55.08,SR,93.2,20,52,9.17
383,sur,286245,01 Apr 2019,22.57,59.53,OM,80.53,0,77,6.06
384,susanville,5572400,01 Apr 2019,40.42,-120.65,US,60.8,75,41,8.05
385,severodvinsk,496285,01 Apr 2019,64.56,39.82,RU,30.2,40,54,11.18
386,usinsk,863061,01 Apr 2019,66.0,57.56,RU,24.73,48,84,13.82
387,khatanga,2022572,01 Apr 2019,71.98,102.47,RU,28.69,80,92,11.88
388,fallon,5681948,01 Apr 2019,46.84,-105.12,US,44.6,90,39,14.99
389,berlevag,780687,01 Apr 2019,70.86,29.09,NO,30.2,75,92,19.46
390,kecel,3050454,01 Apr 2019,46.52,19.25,HU,53.01,0,34,9.17
391,dharchula,1272864,01 Apr 2019,29.85,80.53,IN,30.58,0,65,2.08
392,berberati,2389086,01 Apr 2019,4.26,15.79,CF,77.65,88,79,3.2
393,dudinka,1507116,01 Apr 2019,69.41,86.18,RU,24.73,92,95,10.13
394,hervey bay,2146219,01 Apr 2019,-25.3,152.85,AU,66.99,44,82,6.93
395,mildura,2157698,01 Apr 2019,-34.18,142.16,AU,50.0,0,71,6.06
396,gari,1506676,01 Apr 2019,59.43,62.35,RU,31.84,0,82,9.53
397,gat,2249901,01 Apr 2019,14.69,-16.54,SN,71.6,0,64,20.8
398,lat yao,1152377,01 Apr 2019,15.75,99.79,TH,84.0,24,76,5.21
399,saint-francois,2980080,01 Apr 2019,46.42,3.91,FR,57.2,0,54,4.7
400,buluang,1717512,01 Apr 2019,10.47,123.98,PH,77.0,90,88,4.7
401,kuusamo,649924,01 Apr 2019,65.96,29.19,FI,28.4,90,92,6.93
402,naze,2337542,01 Apr 2019,5.43,7.07,NG,77.38,76,90,6.51
403,caxito,3451261,01 Apr 2019,-22.65,-42.51,BR,80.6,0,65,6.93
404,kenai,5866063,01 Apr 2019,60.55,-151.26,US,46.99,1,56,2.53
405,bonavista,5905393,01 Apr 2019,48.65,-53.11,CA,51.01,80,83,5.01
406,fairlie,4682762,01 Apr 2019,33.31,-95.96,US,63.0,75,33,3.36
407,kozhva,543246,01 Apr 2019,65.11,57.05,RU,24.37,48,82,7.63
408,gloria do goita,3398920,01 Apr 2019,-8.0,-35.29,BR,80.6,40,83,4.7
409,high level,5975004,01 Apr 2019,58.52,-117.13,CA,39.2,90,51,17.22
410,shebunino,468902,01 Apr 2019,57.66,40.04,RU,32.0,0,83,4.47
411,roma,6539761,01 Apr 2019,41.89,12.48,IT,59.0,0,62,3.36
412,puri,1635111,01 Apr 2019,-7.54,112.45,ID,69.55,88,96,2.53
413,lata,1253628,01 Apr 2019,30.78,78.62,IN,41.29,0,60,2.82
414,gerash,133595,01 Apr 2019,27.67,54.14,IR,69.8,0,52,4.7
415,nuuk,3421319,01 Apr 2019,64.17,-51.74,GL,23.0,90,53,14.99
416,laguna,4013704,01 Apr 2019,27.52,-110.01,MX,87.8,75,19,5.5
417,lae,2092740,01 Apr 2019,-6.72,146.98,PG,75.2,20,88,11.41
418,linda,5366531,01 Apr 2019,39.13,-121.55,US,70.0,40,29,3.36
419,port-gentil,2396518,01 Apr 2019,-0.72,8.78,GA,84.2,20,83,9.17
420,ocean city,4166723,01 Apr 2019,30.44,-86.61,US,71.01,1,51,5.82
421,mahanoro,1062553,01 Apr 2019,-19.9,48.8,MG,73.24,76,100,2.19
422,chara,262462,01 Apr 2019,39.42,22.43,GR,51.8,0,62,6.93
423,touros,3386213,01 Apr 2019,-5.2,-35.46,BR,78.8,40,100,2.24
424,alyangula,2079582,01 Apr 2019,-13.85,136.42,AU,77.0,75,94,14.27
425,constitucion,4011743,01 Apr 2019,23.99,-104.67,MX,77.0,5,10,6.93
426,eureka,5563397,01 Apr 2019,40.8,-124.16,US,60.01,90,93,4.7
427,portland,5746545,01 Apr 2019,45.52,-122.67,US,64.99,90,48,8.05
428,emba,146639,01 Apr 2019,34.81,32.42,CY,55.4,40,87,4.7
429,ostrovnoy,556268,01 Apr 2019,68.05,39.51,RU,21.13,88,85,14.27
430,inirida,3671450,01 Apr 2019,3.87,-67.92,CO,80.62,64,87,1.97
431,saint-pierre,2995603,01 Apr 2019,48.95,4.24,FR,55.4,0,81,8.9
432,avera,4231997,01 Apr 2019,33.19,-82.53,US,64.4,1,23,12.75
433,koumac,2140558,01 Apr 2019,-20.56,164.28,NC,76.84,56,93,5.77
434,kupang,2057087,01 Apr 2019,-10.16,123.6,ID,76.12,0,100,1.97
435,nyurba,2018735,01 Apr 2019,63.29,118.35,RU,21.94,24,79,6.62
436,chauk,1327659,01 Apr 2019,20.89,94.82,MM,69.82,0,90,1.52
437,bilma,2446796,01 Apr 2019,18.69,12.92,NE,71.71,20,26,6.55
438,ayan,749747,01 Apr 2019,40.67,33.6,TR,25.54,12,71,2.71
439,kirove,707679,01 Apr 2019,47.83,38.01,UA,46.69,92,81,9.8
440,tromso,3133895,01 Apr 2019,69.65,18.96,NO,33.8,40,86,10.29
441,verkhoyansk,2013465,01 Apr 2019,67.55,133.39,RU,-4.26,8,63,2.53
442,muros,3115824,01 Apr 2019,42.77,-9.06,ES,57.99,20,62,3.36
443,ust-kut,2013923,01 Apr 2019,56.78,105.75,RU,29.05,80,73,8.9
444,calama,3897347,01 Apr 2019,-22.46,-68.93,CL,73.4,20,25,19.46
445,erzin,296852,01 Apr 2019,36.95,36.2,TR,55.4,40,82,6.93
446,ridgecrest,5387494,01 Apr 2019,35.62,-117.67,US,73.99,90,13,3.76
447,swan river,6160362,01 Apr 2019,52.11,-101.27,CA,41.02,64,64,12.44
448,leshukonskoye,535839,01 Apr 2019,64.9,45.76,RU,27.88,44,71,7.74
449,hualmay,3939761,01 Apr 2019,-11.1,-77.61,PE,73.87,32,71,6.11
450,vidim,3070862,01 Apr 2019,50.47,14.53,CZ,45.0,0,41,10.29
451,kutum,371745,01 Apr 2019,14.2,24.66,SD,64.15,0,26,7.85
452,yarada,1252783,01 Apr 2019,17.65,83.27,IN,82.4,40,83,8.05
453,kalmunai,1242110,01 Apr 2019,7.42,81.82,LK,75.58,12,97,3.76
454,fillan,3157656,01 Apr 2019,63.6,8.98,NO,37.4,20,86,10.29
455,sihora,1256340,01 Apr 2019,23.49,80.11,IN,64.24,0,52,2.82
456,jinxiang,1787335,01 Apr 2019,35.07,116.31,CN,41.29,36,57,10.09
457,praia,3460954,01 Apr 2019,-20.25,-43.81,BR,81.0,75,83,11.41
458,coahuayana,3981460,01 Apr 2019,18.62,-100.35,MX,87.73,0,18,3.09
459,auki,2339937,01 Apr 2019,12.18,6.51,NG,79.81,0,22,8.08
460,sistranda,3139597,01 Apr 2019,63.73,8.83,NO,37.4,20,86,10.29
461,tiarei,4033356,01 Apr 2019,-17.53,-149.33,PF,87.8,75,66,12.75
462,te anau,2181625,01 Apr 2019,-45.41,167.72,NZ,41.83,88,97,3.49
463,plotnikovo,1502847,01 Apr 2019,55.04,83.4,RU,26.6,0,92,4.47
464,kadungora,1632197,01 Apr 2019,-7.09,107.89,ID,64.51,64,100,1.7
465,cantapoy,1718886,01 Apr 2019,9.49,125.44,PH,74.59,68,100,8.01
466,kysyl-syr,2021017,01 Apr 2019,63.9,122.77,RU,16.36,0,85,3.09
467,thinadhoo,1337610,01 Apr 2019,0.53,72.93,MV,83.41,56,100,6.73
468,narok,184379,01 Apr 2019,-1.09,35.87,KE,56.95,24,97,2.04
469,ballina,2966778,01 Apr 2019,54.11,-9.15,IE,42.8,90,93,12.75
470,paita,3694112,01 Apr 2019,-5.09,-81.11,PE,62.6,40,290,10.25
471,kamina,214614,01 Apr 2019,-8.74,25.0,CD,69.73,20,91,2.86
472,alice springs,2077895,01 Apr 2019,-23.7,133.88,AU,50.0,0,37,3.36
473,konya,306571,01 Apr 2019,37.87,32.48,TR,43.0,75,87,5.82
474,praia da vitoria,3372760,01 Apr 2019,38.73,-27.07,PT,59.0,40,67,27.98
475,sivaki,2016477,01 Apr 2019,52.63,126.75,RU,8.53,0,63,6.11
476,orel,690038,01 Apr 2019,47.02,29.78,UA,51.8,0,27,13.87
477,valparaiso,4927537,01 Apr 2019,41.47,-87.06,US,48.2,40,39,14.99
478,saint-augustin,3031582,01 Apr 2019,44.83,-0.61,FR,59.0,0,58,5.82
479,flinders,6255012,01 Apr 2019,-34.58,150.85,AU,61.0,0,93,8.05
480,kattivakkam,1267433,01 Apr 2019,13.22,80.32,IN,84.2,20,83,9.17
481,sungairaya,1625908,01 Apr 2019,0.7,108.9,ID,76.03,76,95,2.3
482,beniganj,1276463,01 Apr 2019,27.28,80.45,IN,67.84,0,52,2.82
483,keetmanshoop,3356264,01 Apr 2019,-26.57,18.15,NA,77.0,36,22,5.82
484,chumikan,2025256,01 Apr 2019,54.72,135.31,RU,15.1,0,64,7.29
485,san pablo,1688830,01 Apr 2019,14.07,121.33,PH,78.8,20,74,9.17
486,balikpapan,1650527,01 Apr 2019,-1.24,116.86,ID,77.56,36,100,4.83
487,nabire,1634614,01 Apr 2019,-3.36,135.5,ID,66.49,0,93,2.08
488,tervel,729530,01 Apr 2019,43.43,26.76,BG,53.71,20,49,6.85
489,jalu,86049,01 Apr 2019,29.03,21.55,LY,58.75,24,46,7.34
490,fort morgan,5577158,01 Apr 2019,40.25,-103.8,US,59.0,68,17,25.28
491,kensington,5991080,01 Apr 2019,46.44,-63.64,CA,37.0,90,69,12.75
492,eyl,60019,01 Apr 2019,7.98,49.82,SO,75.85,80,100,4.27
493,myre,2670776,01 Apr 2019,62.25,17.37,SE,39.0,0,86,2.24
494,buochs,2661328,01 Apr 2019,46.97,8.42,CH,51.01,24,61,5.82
495,shingu,1847947,01 Apr 2019,33.72,135.99,JP,46.06,0,100,17.4
496,hofn,2630299,01 Apr 2019,64.25,-15.21,IS,33.8,90,100,10.29
497,giyon,336372,01 Apr 2019,8.53,37.98,ET,56.68,32,89,1.07
498,yendi,2293801,01 Apr 2019,9.45,0.0,GH,83.68,8,60,5.73
499,belen,321572,01 Apr 2019,36.49,36.19,TR,55.4,40,82,6.93
500,smithers,6149996,01 Apr 2019,54.78,-127.17,CA,44.6,5,52,5.82
501,ulma,617486,01 Apr 2019,47.75,29.1,UA,41.56,0,43,12.55
502,leeds,2644688,01 Apr 2019,53.8,-1.54,GB,48.99,0,70,8.05
503,kiunga,2093846,01 Apr 2019,-6.12,141.3,PG,72.25,88,97,1.25
